video_id,start,end,split,surgery_id,phase_id,operation_id
case_1603,182.15,196.5,test,2,4,6
case_1603,196.5,205.74,test,2,11,22
case_1603,205.74,213.67,test,2,4,6
case_1603,213.67,223.29,test,0,5,4
case_1603,223.29,228.18,test,0,10,5
case_1603,228.18,291.95,test,5,3,2
case_1605,0,68.54,train,5,3,2
case_1605,68.54,70.44,train,0,6,8
case_1605,70.44,75.94,train,0,18,18
case_1605,75.94,93.96,train,0,12,16
case_1605,93.96,100.27,train,0,12,26
case_1605,100.27,111.98,train,0,0,0
case_1605,111.98,119.88,train,0,6,8
case_1605,119.88,129.66,train,0,0,0
case_1605,129.66,236.16,train,0,7,3
case_1605,236.16,243.34,train,3,2,1
case_1605,243.34,257.7,train,0,1,10
case_1605,257.7,285.02,train,0,1,9
case_1605,285.02,338.95,train,0,8,12
case_1605,338.95,349.74,train,2,4,7
case_1605,349.74,358.29,train,2,4,6
case_1605,358.29,376.79,train,2,11,17
case_1605,376.79,391.57,train,0,5,4
case_1605,391.57,402.19,train,5,3,2
case_1611,0,104.99,train,5,3,2
case_1611,104.99,107.24,train,3,2,1
case_1611,107.24,111.38,train,3,17,25
case_1611,111.38,117.5,train,9,20,27
case_1611,117.5,128.16,train,9,14,11
case_1611,128.16,137.34,train,9,13,30
case_1611,137.34,145.25,train,9,20,27
case_1611,145.25,160.1,train,9,22,106
case_1611,159.98,163.1,train,9,9,49
case_1611,163.1,168.67,train,9,13,30
case_1611,168.67,176.32,train,9,13,21
case_1611,176.32,181.88,train,9,5,76
case_1611,182.68,193.58,train,5,3,2
case_1611,193.46,203,train,9,9,52
case_1611,203,209.5,train,9,9,84
case_1611,209.5,216,train,9,9,49
case_1611,216,225.7,train,9,9,122
case_1611,225.7,232.1,train,9,20,27
case_1611,232.1,239.64,train,9,13,30
case_1611,239.64,249.5,train,9,22,130
case_1611,249.5,257.19,train,9,22,106
case_1611,257.19,260.69,train,9,22,87
case_1611,260.69,269.57,train,9,13,21
case_1611,269.57,319.51,train,5,3,2
case_1615,0,9.48,train,0,6,8
case_1615,9.48,15.58,train,0,0,0
case_1615,15.58,18.02,train,0,14,11
case_1615,18.02,31.5,train,0,6,13
case_1615,31.5,36.8,train,0,0,0
case_1615,36.8,62.96,train,0,7,3
case_1615,62.96,82.57,train,0,1,10
case_1615,82.57,85.35,train,0,0,0
case_1615,85.35,96.86,train,0,1,20
case_1615,96.86,110,train,0,19,23
case_1615,110,135.44,train,0,1,24
case_1615,135.44,211.91,train,0,1,9
case_1615,211.91,220.39,train,3,2,1
case_1615,220.39,225.36,train,0,0,0
case_1615,225.36,228.33,train,0,14,11
case_1615,228.33,304.61,train,0,8,15
case_1615,304.61,338.61,train,0,8,43
case_1615,338.61,353.49,train,2,4,7
case_1615,353.49,366.93,train,3,2,1
case_1615,366.93,377.98,train,2,4,6
case_1615,377.98,447.98,train,2,11,22
case_1615,447.98,463.9,train,3,2,1
case_1615,463.9,469.14,train,0,0,0
case_1615,469.14,549.55,train,2,4,6
case_1615,549.55,551,train,2,0,0
case_1615,551,553.82,train,2,14,11
case_1615,553.82,561.3,train,3,2,1
case_1615,561.3,597.88,train,2,4,6
case_1615,597.88,608.37,train,2,14,11
case_1615,608.37,610.54,train,2,0,0
case_1615,610.54,625.41,train,2,4,6
case_1615,625.41,637.58,train,3,2,1
case_1615,637.58,658.76,train,2,4,6
case_1615,658.76,662.9,train,3,2,1
case_1615,662.9,703.77,train,2,4,6
case_1615,703.77,706.05,train,2,0,0
case_1615,706.05,724.12,train,2,4,7
case_1615,724.12,726.41,train,2,0,0
case_1615,726.41,741.94,train,2,4,6
case_1615,741.94,749.22,train,3,2,1
case_1615,749.22,750.85,train,2,0,0
case_1615,750.85,752.79,train,2,14,11
case_1615,752.79,764.06,train,0,17,25
case_1615,764.06,775.28,train,0,16,14
case_1615,775.28,781.25,train,3,2,1
case_1615,781.25,800.7,train,2,11,22
case_1615,800.7,816.95,train,0,5,4
case_1615,816.95,821.25,train,0,5,19
case_1615,821.25,827.36,train,0,5,4
case_1615,827.36,837.87,train,5,3,2
case_1617,0,5.88,test,5,3,2
case_1617,5.88,11.42,test,0,0,0
case_1617,11.42,33.77,test,0,6,13
case_1617,33.77,65.8,test,0,7,3
case_1617,65.8,86.99,test,0,1,10
case_1617,86.99,91.16,test,0,0,0
case_1617,91.16,116.65,test,0,1,24
case_1617,116.65,175.09,test,0,1,9
case_1617,175.09,186.74,test,3,2,1
case_1617,186.74,233.67,test,0,8,12
case_1617,233.67,246.89,test,0,8,43
case_1617,246.89,251.25,test,3,2,1
case_1617,251.25,259.6,test,2,0,0
case_1617,259.6,275.17,test,2,4,7
case_1617,259.6,293.29,test,2,4,6
case_1617,293.29,333.87,test,0,11,17
case_1617,333.87,365.72,test,0,5,4
case_1617,365.72,377.42,test,2,4,6
case_1617,377.42,387.29,test,0,5,4
case_1620,0,13.45,train,5,3,2
case_1620,13.45,29.22,train,0,6,8
case_1620,29.22,37.31,train,0,18,18
case_1620,37.31,50.6,train,0,12,16
case_1620,50.6,65.64,train,3,2,1
case_1620,65.64,73.2,train,0,12,26
case_1620,73.2,80.84,train,3,2,1
case_1620,80.84,88.04,train,0,0,0
case_1620,88.04,112.48,train,0,6,8
case_1620,112.48,121.48,train,0,0,0
case_1620,121.48,127,train,0,14,11
case_1620,127,170,train,0,7,3
case_1620,170,174,train,0,0,0
case_1620,174,179.08,train,0,14,11
case_1620,179.08,180.36,train,0,0,0
case_1620,180.36,301.36,train,0,1,28
case_1620,301.36,363.47,train,0,1,29
case_1620,363.47,560.69,train,0,1,9
case_1620,560.69,596.9,train,0,0,0
case_1620,596.9,599.4,train,0,14,11
case_1620,599.4,704.96,train,0,1,9
case_1620,704.96,713,train,3,2,1
case_1620,713,728.28,train,0,10,5
case_1620,728.28,736.12,train,0,0,0
case_1620,736.12,738.4,train,0,14,11
case_1620,738.4,777.71,train,0,8,15
case_1620,777.71,817.32,train,0,10,5
case_1620,817.32,823.2,train,2,0,0
case_1620,823.2,859.77,train,2,4,7
case_1620,859.77,875.16,train,2,4,6
case_1620,875.16,886.56,train,2,0,0
case_1620,886.56,907.08,train,2,11,17
case_1620,907.08,930,train,0,8,12
case_1620,930,965.14,train,2,11,22
case_1620,965.14,992.02,train,0,8,12
case_1620,992.02,1011.86,train,2,11,17
case_1620,1011.86,1041.51,train,2,11,22
case_1620,1041.51,1056.16,train,2,4,6
case_1620,1056.16,1062.88,train,3,2,1
case_1620,1062.88,1094,train,0,5,4
case_1620,1094,1097.89,train,0,10,5
case_1620,1097.89,1105.74,train,5,3,2
case_1623,0,11.39,train,5,3,2
case_1623,11.39,30.2,train,16,59,128
case_1623,30.2,38.15,train,0,7,107
case_1623,38.15,60,train,0,1,9
case_1623,60,80.65,train,0,8,12
case_1623,80.65,87.09,train,0,8,43
case_1623,87.09,94.84,train,2,4,7
case_1623,94.84,127.91,train,2,11,17
case_1623,127.91,142.36,train,5,3,2
case_1624,0,28.17,train,5,3,2
case_1624,28.17,56.6,train,0,6,13
case_1624,56.6,71.57,train,3,2,1
case_1624,71.57,78.41,train,0,0,0
case_1624,78.41,96.2,train,0,6,8
case_1624,96.2,182.89,train,0,7,3
case_1624,182.89,205.96,train,0,1,10
case_1624,205.96,215.89,train,0,0,0
case_1624,215.89,301.5,train,0,1,9
case_1624,301.5,365.52,train,0,8,12
case_1624,365.52,384.55,train,0,10,5
case_1624,384.55,394.52,train,2,0,0
case_1624,394.52,507.84,train,5,3,2
case_1624,507.84,528.86,train,2,4,7
case_1624,528.86,575.13,train,2,4,6
case_1624,575.13,594.78,train,2,11,17
case_1624,594.78,639.04,train,0,5,4
case_1624,639.04,673.6,train,0,5,19
case_1632,0,9.24,train,5,3,2
case_1632,9.24,14.64,train,0,0,0
case_1632,14.64,22.32,train,3,2,1
case_1632,22.32,34.92,train,0,6,13
case_1632,34.92,41.32,train,3,2,1
case_1632,41.32,68.48,train,0,7,3
case_1632,68.48,75.68,train,3,2,1
case_1632,75.68,90.6,train,0,1,10
case_1632,90.6,93.88,train,3,2,1
case_1632,93.88,95.6,train,0,0,0
case_1632,95.6,114.32,train,0,1,24
case_1632,114.32,169.04,train,0,1,9
case_1632,169.04,181.04,train,3,2,1
case_1632,181.04,225,train,0,8,12
case_1632,225,242.2,train,0,8,43
case_1632,245.16,253.04,train,2,0,0
case_1632,253.04,264.68,train,2,4,7
case_1632,264.68,286.36,train,2,4,6
case_1632,290.44,313.96,train,0,11,17
case_1632,313.96,329.16,train,0,5,4
case_1632,329.16,336.73,train,2,4,6
case_1632,336.73,339.58,train,0,5,4
case_1632,339.58,346.14,train,0,16,14
case_1632,346.14,350.77,train,0,5,19
case_1634,0,24.9,train,5,3,2
case_1634,24.9,29.76,train,0,6,8
case_1634,29.76,33.88,train,0,18,18
case_1634,33.88,37.24,train,0,12,16
case_1634,37.24,41,train,0,12,26
case_1634,41,45.8,train,0,0,0
case_1634,45.8,62,train,0,7,3
case_1634,62,68.8,train,0,1,10
case_1634,68.8,72.68,train,0,1,20
case_1634,72.68,115.76,train,0,1,28
case_1634,115.76,136.6,train,0,1,29
case_1634,136.6,149,train,0,1,9
case_1634,149,155.84,train,5,3,2
case_1634,155.84,204.48,train,0,1,9
case_1634,205.27,212.6,train,0,0,0
case_1634,212.6,296.48,train,0,1,9
case_1634,296.48,297.98,train,0,0,0
case_1634,297.98,324.48,train,0,1,9
case_1634,324.48,325.48,train,0,10,5
case_1634,325.48,327.08,train,0,0,0
case_1634,327.08,353.84,train,0,8,15
case_1634,353.84,363.12,train,0,10,5
case_1634,363.12,370.28,train,2,4,7
case_1634,370.28,374.48,train,2,4,6
case_1634,374.48,386.38,train,2,11,22
case_1634,386.38,390.48,train,0,5,4
case_1634,390.48,401.8,train,5,3,2
case_1636,0,7.11,train,0,6,8
case_1636,7.11,16.6,train,3,2,1
case_1636,16.6,23.52,train,0,12,16
case_1636,23.52,28.5,train,3,2,1
case_1636,28.5,37.5,train,0,12,26
case_1636,37.5,50.82,train,0,0,0
case_1636,50.82,72.51,train,0,6,13
case_1636,72.51,76.38,train,0,19,23
case_1636,76.38,106.07,train,0,7,3
case_1636,106.07,121.42,train,0,1,10
case_1636,121.42,126.16,train,0,0,0
case_1636,126.16,152.79,train,0,1,24
case_1636,152.79,200.06,train,0,1,9
case_1636,200.06,209.96,train,0,1,46
case_1636,209.96,219.51,train,3,2,1
case_1636,219.51,246,train,0,8,12
case_1636,246,277.84,train,0,8,43
case_1636,277.84,284.63,train,3,2,1
case_1636,284.63,294.77,train,2,0,0
case_1636,294.77,312.26,train,2,4,7
case_1636,312.26,334.83,train,2,4,6
case_1636,334.83,377,train,2,11,17
case_1636,377,387.14,train,0,5,4
case_1636,387.14,401.76,train,2,11,17
case_1636,401.76,409.39,train,0,5,4
case_1636,409.39,416.02,train,0,10,5
case_1636,416.02,420.1,train,0,5,4
case_1637,0,7,train,5,3,2
case_1637,7,16,train,0,36,78
case_1637,16,38.74,train,3,2,1
case_1637,38.74,47,train,0,36,115
case_1637,47,54,train,3,2,1
case_1637,54,58,train,0,14,11
case_1637,58,63,train,0,19,23
case_1637,63,67,train,0,36,78
case_1637,67,92,train,3,2,1
case_1637,92,110.84,train,0,6,8
case_1637,110.84,115.35,train,3,2,1
case_1637,115.35,136.84,train,0,0,0
case_1637,136.84,172.27,train,0,6,13
case_1637,172.27,198.87,train,3,2,1
case_1637,198.87,224,train,0,7,3
case_1637,224,246.78,train,0,16,14
case_1637,246.78,279.08,train,0,7,3
case_1637,279.08,297.97,train,0,19,23
case_1637,297.97,305.87,train,0,0,0
case_1637,305.87,322.99,train,0,1,10
case_1637,322.99,332.9,train,0,1,9
case_1637,332.9,385.69,train,0,8,15
case_1637,385.69,398.23,train,2,0,0
case_1637,398.23,432.3,train,2,4,7
case_1637,432.3,484.62,train,2,11,22
case_1637,484.62,504.14,train,0,5,4
case_1637,504.14,511,train,2,14,11
case_1637,511,558,train,2,36,78
case_1637,558,565.33,train,0,5,4
case_1637,565.33,589.29,train,2,4,6
case_1637,589.29,591.09,train,0,5,4
case_1637,591.09,611.11,train,2,60,127
case_1637,611.11,627.56,train,2,4,6
case_1637,627.56,650.92,train,0,5,4
case_1637,650.92,656.15,train,3,2,1
case_1640,0,5.27,test,5,3,2
case_1640,5.27,7.05,test,0,16,14
case_1640,7.05,21.03,test,0,6,13
case_1640,21.03,34.64,test,0,0,0
case_1640,34.64,44.71,test,0,6,8
case_1640,44.71,63.58,test,0,7,3
case_1640,63.58,80.04,test,3,2,1
case_1640,80.04,90.17,test,0,1,10
case_1640,90.17,96.37,test,0,0,0
case_1640,96.37,114.58,test,0,1,137
case_1640,114.58,119.93,test,0,0,0
case_1640,119.93,139.04,test,3,2,1
case_1640,139.04,234.56,test,0,1,9
case_1640,234.56,244.17,test,0,0,0
case_1640,244.17,267.49,test,0,8,12
case_1640,267.49,292.27,test,3,2,1
case_1640,292.27,308.46,test,0,8,12
case_1640,308.46,320.96,test,3,2,1
case_1640,320.96,327.16,test,0,6,81
case_1640,327.16,345.53,test,2,4,7
case_1640,345.53,379.39,test,2,11,17
case_1640,379.39,395.29,test,3,2,1
case_1640,395.29,405.56,test,0,5,4
case_1640,405.56,425.47,test,0,11,17
case_1640,425.47,439.22,test,0,5,19
case_1643,0,12.16,train,3,2,1
case_1643,12.16,16.4,train,12,6,8
case_1643,16.4,22.5,train,12,19,23
case_1643,22.5,40.84,train,12,10,5
case_1643,40.84,51.8,train,12,6,13
case_1643,51.8,77.8,train,3,2,1
case_1643,77.8,84,train,12,49,100
case_1643,84,88.8,train,12,32,77
case_1643,88.8,190.02,train,12,49,100
case_1643,190.35,193.4,train,12,32,103
case_1643,193.4,255.16,train,3,2,1
case_1643,255.16,270,train,0,0,0
case_1643,270,276.08,train,0,6,13
case_1643,276.08,285.4,train,0,51,114
case_1643,276.08,344.6,train,0,7,3
case_1643,344.6,349,train,3,2,1
case_1643,349,367.2,train,0,1,10
case_1643,367.2,413.16,train,3,2,1
case_1643,413.16,432.72,train,0,10,5
case_1643,432.72,450,train,0,1,10
case_1643,450,463.76,train,0,1,20
case_1643,463.76,471.5,train,3,2,1
case_1643,472.5,512.36,train,0,1,24
case_1643,512.36,602.76,train,0,1,9
case_1643,602.76,614,train,3,2,1
case_1643,614,658,train,0,8,12
case_1643,658,689,train,0,8,50
case_1643,689,713.16,train,0,8,43
case_1643,713.16,736.36,train,2,0,0
case_1643,736.69,754,train,2,4,7
case_1643,754,774.96,train,2,11,17
case_1643,774.96,782,train,3,2,1
case_1643,782,813.6,train,0,5,4
case_1643,813.6,824,train,3,2,1
case_1643,824,841.36,train,0,5,4
case_1643,841.36,848.04,train,3,2,1
case_1643,848.04,934.49,train,5,3,2
case_1646,0,7.6,train,5,3,2
case_1646,7.6,44.76,train,0,1,28
case_1646,44.76,86.56,train,0,1,29
case_1646,86.56,115.68,train,0,1,9
case_1646,115.68,138.43,train,0,8,12
case_1646,138.43,139.92,train,2,4,7
case_1646,139.92,144.49,train,3,2,1
case_1646,144.49,148.14,train,0,5,19
case_1647,0,8.18,train,5,3,2
case_1647,8.18,15.45,train,4,19,23
case_1647,15.45,23.46,train,3,2,1
case_1647,23.46,35.14,train,4,9,31
case_1647,35.14,41.16,train,4,9,59
case_1647,41.16,43.64,train,4,0,0
case_1647,43.64,62.3,train,4,9,33
case_1647,62.3,138.5,train,4,54,120
case_1647,138.5,143.58,train,4,13,30
case_1647,143.58,205.5,train,4,13,21
case_1647,205.5,211.33,train,4,13,51
case_1647,211.33,224,train,4,10,5
case_1647,224,227,train,4,21,35
case_1647,227,227.59,train,4,43,85
case_1647,227.59,260.85,train,5,3,2
case_1648,0,6.52,train,4,33,53
case_1648,6.52,16.56,train,4,9,31
case_1648,16.56,20.48,train,4,0,0
case_1648,20.48,32.88,train,4,9,33
case_1648,32.88,39.28,train,4,13,30
case_1648,39.28,115.52,train,4,13,21
case_1648,115.52,129.8,train,3,2,1
case_1648,129.8,132.54,train,4,5,76
case_1648,132.54,136.6,train,4,21,35
case_1648,136.6,151.63,train,5,3,2
case_1651,0,2.63,test,4,16,14
case_1651,2.63,6.66,test,4,33,53
case_1651,6.66,12.2,test,4,9,31
case_1651,12.2,14.89,test,4,6,8
case_1651,14.89,19.2,test,4,0,0
case_1651,19.2,24,test,4,17,25
case_1651,24,27.1,test,4,23,37
case_1651,27.1,35.2,test,4,9,31
case_1651,35.2,62.73,test,4,9,59
case_1651,62.73,65.2,test,4,13,30
case_1651,65.2,83.68,test,4,13,21
case_1651,83.68,89.68,test,4,5,36
case_1651,89.68,92.2,test,4,21,35
case_1651,92.2,94.32,test,5,3,2
case_1654,0,13.96,test,11,6,8
case_1654,13.96,19.95,test,11,0,0
case_1654,19.95,46.6,test,11,7,60
case_1654,46.6,52.54,test,11,12,16
case_1654,52.54,65.6,test,11,6,41
case_1654,65.6,80.75,test,11,0,0
case_1654,80.75,95.58,test,11,7,3
case_1654,95.58,96.42,test,11,12,16
case_1654,96.42,111.92,test,11,12,26
case_1654,111.92,114.13,test,11,0,0
case_1654,114.13,189.01,test,11,7,3
case_1654,189.01,205.29,test,11,8,15
case_1654,205.29,212,test,11,0,0
case_1654,212,294,test,11,7,3
case_1654,294,295,test,11,0,0
case_1654,295,324,test,11,7,3
case_1654,324,336.38,test,11,8,15
case_1654,336.38,338.21,test,11,0,0
case_1654,338.21,347.08,test,3,2,1
case_1654,347.08,477.61,test,11,1,176
case_1654,478.56,499.92,test,2,4,7
case_1654,499.92,514,test,2,4,6
case_1654,514,570,test,11,5,44
case_1654,570,591.57,test,2,11,22
case_1654,590.61,645,test,11,8,15
case_1654,625.3,666.18,test,11,5,4
case_1654,645,666.18,test,11,8,43
case_1654,666.18,672.73,test,5,3,2
case_1655,0,2.74,train,5,3,2
case_1655,2.74,5.07,train,3,2,1
case_1655,5.07,6.95,train,4,9,31
case_1655,6.95,13.55,train,4,9,33
case_1655,13.55,74.31,train,4,13,21
case_1655,74.31,82.25,train,4,0,0
case_1655,82.25,136.7,train,4,42,180
case_1655,136.7,154.82,train,4,13,21
case_1655,154.82,160.9,train,3,2,1
case_1655,160.9,164.56,train,4,21,35
case_1655,164.56,210.7,train,5,3,2
case_1663,0,4.25,train,5,3,2
case_1663,4.25,52.5,train,8,17,25
case_1663,52.5,56.04,train,8,16,14
case_1663,56.04,62.84,train,8,17,25
case_1663,62.84,80,train,8,23,37
case_1663,80,96.47,train,8,28,68
case_1663,96.47,241.6,train,8,28,70
case_1663,241.6,246.4,train,8,6,8
case_1663,246.4,307.12,train,8,50,102
case_1663,307.12,319.4,train,8,37,67
case_1663,319.4,324.32,train,3,2,1
case_1663,324.32,332.4,train,8,10,5
case_1663,332.4,338.6,train,8,79,161
case_1663,338.6,407.91,train,8,34,61
case_1663,407.91,419.96,train,8,5,19
case_1663,419.96,427.72,train,8,5,36
case_1663,427.72,430.66,train,5,3,2
case_1664,0,179.44,train,5,3,2
case_1664,179.44,187,train,9,9,175
case_1664,187,199.12,train,9,9,31
case_1664,199.12,206.84,train,9,22,74
case_1664,206.84,231.4,train,9,22,106
case_1664,231.4,234.96,train,9,22,130
case_1664,234.96,255.96,train,9,9,52
case_1664,255.96,261.36,train,9,9,48
case_1664,261.36,273.5,train,9,9,122
case_1664,273.5,291,train,9,13,30
case_1664,291,330.64,train,9,13,21
case_1664,330.64,335.36,train,9,19,23
case_1664,335.36,471.46,train,5,3,2
case_1668,0,21.91,train,1,17,25
case_1668,21.91,51.79,train,1,23,37
case_1668,51.79,65.17,train,1,14,11
case_1668,65.17,79.35,train,1,15,39
case_1668,79.35,155.85,train,1,15,40
case_1668,155.85,185.24,train,1,15,34
case_1668,185.24,193.73,train,1,12,16
case_1668,193.73,210.76,train,1,12,26
case_1668,210.76,220.55,train,1,0,0
case_1668,220.55,249.95,train,1,6,8
case_1668,249.95,296.4,train,1,7,3
case_1668,296.4,303.94,train,1,0,0
case_1668,303.94,329.88,train,1,7,3
case_1668,329.88,337.14,train,1,0,0
case_1668,337.14,355.76,train,1,15,34
case_1668,355.76,393.56,train,1,1,10
case_1668,394.19,412.43,train,1,1,38
case_1668,412.43,427.89,train,1,1,32
case_1668,427.89,502.71,train,1,8,12
case_1668,502.71,511.48,train,3,2,1
case_1668,511.48,524.76,train,2,0,0
case_1668,524.76,551.88,train,2,4,7
case_1668,551.88,560.74,train,2,4,6
case_1668,560.11,578.41,train,2,0,0
case_1668,578.41,589.71,train,2,4,6
case_1668,589.71,632.2,train,2,29,47
case_1668,643.3,660.45,train,1,5,4
case_1668,660.45,685.32,train,1,5,19
case_1677,0,32.5,train,5,3,2
case_1677,32.5,65,train,4,53,139
case_1677,65,76,train,3,2,1
case_1677,76,84,train,4,0,0
case_1677,84,102.5,train,4,9,33
case_1677,102.5,107,train,3,2,1
case_1677,107.5,115.1,train,5,3,2
case_1681,0,12,train,5,3,2
case_1681,12,52,train,0,7,3
case_1681,52,56.3,train,0,0,0
case_1681,56.3,79.37,train,0,7,3
case_1681,79.37,81.52,train,0,0,0
case_1681,81.52,87,train,0,1,10
case_1681,87,94.4,train,0,1,20
case_1681,94.4,102.83,train,0,1,9
case_1681,102.83,118,train,0,8,12
case_1681,118,120.5,train,0,8,50
case_1681,120.5,121.24,train,2,0,0
case_1681,121.24,127.72,train,2,4,7
case_1681,127.72,130,train,2,4,6
case_1681,130,132.7,train,2,11,17
case_1681,132.7,135.83,train,0,5,4
case_1681,135.83,138.4,train,0,18,18
case_1681,138.4,139.25,train,0,5,19
case_1681,139.25,147.75,train,5,3,2
case_1683,0,1.1,train,0,0,0
case_1683,1.1,36.8,train,0,7,3
case_1683,36.8,59,train,0,1,10
case_1683,59,61.47,train,0,1,20
case_1683,61.47,112.5,train,0,1,28
case_1683,112.5,121.13,train,0,1,29
case_1683,121.13,343.4,train,0,1,9
case_1683,343.4,361.43,train,3,2,1
case_1683,361.43,389,train,0,8,12
case_1683,389,394.07,train,0,8,50
case_1683,394.07,401.8,train,2,0,0
case_1683,401.8,432.64,train,2,4,83
case_1683,432.64,458.5,train,2,4,7
case_1683,458.5,480.23,train,2,11,17
case_1683,480.23,485.13,train,3,2,1
case_1683,485.13,507,train,0,5,4
case_1683,507,512.97,train,2,4,6
case_1683,512.97,531.5,train,0,5,4
case_1683,531.5,533.97,train,0,5,19
case_1683,533.97,541.5,train,0,5,4
case_1683,541.5,544.67,train,0,5,19
case_1683,544.67,591.13,train,5,3,2
case_1684,0,64.21,train,5,3,2
case_1684,64.21,70.79,train,0,6,13
case_1684,70.79,80.34,train,5,3,2
case_1684,80.34,85.76,train,0,6,8
case_1684,85.76,92.5,train,5,3,2
case_1684,92.5,102.52,train,0,10,5
case_1684,102.52,104.36,train,5,3,2
case_1684,104.36,108.28,train,0,12,16
case_1684,108.28,118.55,train,3,2,1
case_1684,118.55,123.21,train,0,0,0
case_1684,123.21,157.55,train,0,46,96
case_1684,157.55,163.49,train,0,0,0
case_1684,163.49,168.01,train,0,54,120
case_1684,168.01,172.44,train,0,0,0
case_1684,172.44,178.47,train,5,3,2
case_1684,178.47,187.91,train,0,7,3
case_1684,187.91,191.65,train,5,3,2
case_1684,191.65,211.81,train,0,1,10
case_1684,211.81,214.71,train,0,0,0
case_1684,214.71,228.1,train,5,3,2
case_1684,228.1,240.71,train,0,1,24
case_1684,240.71,245.06,train,5,3,2
case_1684,245.06,274.01,train,0,1,9
case_1684,274.01,277.75,train,5,3,2
case_1684,277.75,313.69,train,0,1,9
case_1684,313.69,323.06,train,5,3,2
case_1684,323.06,333.05,train,0,8,12
case_1684,333.05,336.75,train,2,0,0
case_1684,336.75,343.51,train,5,3,2
case_1684,343.51,345.91,train,2,4,7
case_1684,345.91,353.74,train,0,4,6
case_1684,353.74,358.22,train,0,5,4
case_1684,358.22,375.31,train,5,3,2
case_1685,0,6.05,train,6,9,62
case_1685,6.05,10.07,train,6,9,48
case_1685,10.07,11.11,train,6,18,18
case_1685,11.11,16.12,train,6,9,62
case_1685,16.12,28.06,train,6,24,54
case_1685,28.06,39.64,train,6,14,11
case_1685,39.64,44.71,train,6,9,56
case_1685,44.71,68.13,train,6,9,49
case_1685,68.13,70.73,train,3,2,1
case_1689,0,23.18,val,5,3,2
case_1689,23.18,50.68,val,3,2,1
case_1689,50.68,55.16,val,0,6,8
case_1689,55.16,66.2,val,0,12,16
case_1689,66.2,73.08,val,0,12,26
case_1689,73.08,178.58,val,0,7,3
case_1689,178.58,227.14,val,3,2,1
case_1689,227.14,240.11,val,0,6,8
case_1689,240.11,315.78,val,0,8,15
case_1689,315.78,325.24,val,0,0,0
case_1689,325.24,339.68,val,0,6,13
case_1689,339.68,349.5,val,0,0,0
case_1689,349.5,377.43,val,0,1,9
case_1689,377.43,389.85,val,0,0,0
case_1689,389.85,410.31,val,0,8,15
case_1689,410.31,444.43,val,0,8,43
case_1689,444.43,453.94,val,0,0,0
case_1689,453.94,567.82,val,0,7,108
case_1689,567.82,589.09,val,14,42,82
case_1689,589.09,688.54,val,0,8,15
case_1689,688.54,710.75,val,0,0,0
case_1689,710.75,750.88,val,3,2,1
case_1689,750.88,778.04,val,2,4,7
case_1689,778.04,882.08,val,2,4,6
case_1689,882.08,904.16,val,2,11,22
case_1689,904.16,910.68,val,2,0,0
case_1689,910.68,964.88,val,2,4,6
case_1689,964.88,984.5,val,0,5,44
case_1689,984.5,992.3,val,0,11,22
case_1689,992.3,1005.85,val,0,5,4
case_1689,1005.85,1018.35,val,0,21,35
case_1691,0,30,test,4,5,36
case_1691,30,36,test,3,2,1
case_1691,36,57.82,test,4,9,31
case_1691,57.82,60,test,4,9,84
case_1691,60,74.84,test,4,9,52
case_1691,74.84,82,test,3,2,1
case_1691,82,109.08,test,4,9,49
case_1691,110.74,198,test,4,9,122
case_1691,198,210,test,3,2,1
case_1691,210,225,test,4,9,122
case_1691,225,227.63,test,3,2,1
case_1691,227.63,255,test,4,9,122
case_1691,255,395.53,test,4,9,111
case_1691,395.53,537.3,test,4,54,120
case_1691,537.3,580,test,22,82,169
case_1691,580.65,610.5,test,14,42,82
case_1694,0,16.65,test,0,65,136
case_1694,16.65,22.02,test,3,2,1
case_1694,22.02,35.5,test,0,6,13
case_1694,35.5,44.01,test,0,10,5
case_1694,44.01,55.77,test,0,0,0
case_1694,55.77,101.84,test,0,7,3
case_1694,101.84,107.17,test,3,2,1
case_1694,107.17,116.62,test,0,1,10
case_1694,116.62,138.16,test,0,1,24
case_1694,138.16,169.55,test,0,1,9
case_1694,169.55,175,test,3,2,1
case_1694,175,188.79,test,0,8,12
case_1694,188.79,193.96,test,0,8,50
case_1694,193.96,210.45,test,0,8,43
case_1694,210.45,237.77,test,2,0,0
case_1694,237.77,257.96,test,2,4,7
case_1694,257.96,265.77,test,2,4,6
case_1694,265.77,270.54,test,3,2,1
case_1694,270.54,284.08,test,2,4,7
case_1694,284.08,323.2,test,2,4,6
case_1694,323.2,329,test,3,2,1
case_1694,329,374.25,test,2,11,17
case_1694,374.25,392.35,test,0,5,4
case_1694,392.35,400.67,test,0,10,5
case_1694,400.67,409.83,test,0,5,19
case_1696,0,7.23,train,5,3,2
case_1696,7.23,10.5,train,0,6,8
case_1696,10.5,23.27,train,0,10,5
case_1696,23.27,42.12,train,0,0,0
case_1696,42.12,53.09,train,0,6,13
case_1696,53.09,89.74,train,0,7,3
case_1696,89.74,102.44,train,0,1,10
case_1696,102.44,104.86,train,0,1,20
case_1696,104.86,130.99,train,0,1,24
case_1696,130.99,221.04,train,0,1,9
case_1696,221.04,279.59,train,0,8,12
case_1696,279.59,289.62,train,0,8,43
case_1696,289.62,323.1,train,0,8,50
case_1696,323.1,333.15,train,2,0,0
case_1696,333.15,354.2,train,2,4,7
