video_id,start,end,split,surgery_id,phase_id,operation_id,segment_path
case_1721,277.12,292.6,train,1,1,10,./OphNet_trimmed_videos/case_1721/case_1721_22.mp4
case_1721,292.6,295.88,train,2,0,0,./OphNet_trimmed_videos/case_1721/case_1721_23.mp4
case_1721,295.88,314.27,train,1,1,38,./OphNet_trimmed_videos/case_1721/case_1721_24.mp4
case_1721,314.27,320.52,train,1,0,0,./OphNet_trimmed_videos/case_1721/case_1721_25.mp4
case_1721,320.52,322.4,train,1,19,23,./OphNet_trimmed_videos/case_1721/case_1721_26.mp4
case_1721,322.4,328.24,train,1,14,11,./OphNet_trimmed_videos/case_1721/case_1721_27.mp4
case_1721,328.24,333.72,train,1,0,0,./OphNet_trimmed_videos/case_1721/case_1721_28.mp4
case_1721,333.19,343.5,train,1,1,32,./OphNet_trimmed_videos/case_1721/case_1721_29.mp4
case_1721,343.5,354.08,train,1,10,5,./OphNet_trimmed_videos/case_1721/case_1721_30.mp4
case_1721,354.08,357.28,train,1,16,14,./OphNet_trimmed_videos/case_1721/case_1721_31.mp4
case_1721,357.28,368.56,train,3,2,1,./OphNet_trimmed_videos/case_1721/case_1721_32.mp4
case_1721,368.56,451.36,train,1,8,12,./OphNet_trimmed_videos/case_1721/case_1721_33.mp4
case_1721,451.36,457.08,train,3,2,1,./OphNet_trimmed_videos/case_1721/case_1721_34.mp4
case_1721,457.08,460.8,train,2,0,0,./OphNet_trimmed_videos/case_1721/case_1721_35.mp4
case_1721,460.8,463.44,train,2,14,11,./OphNet_trimmed_videos/case_1721/case_1721_36.mp4
case_1721,463.44,481.24,train,3,2,1,./OphNet_trimmed_videos/case_1721/case_1721_37.mp4
case_1721,481.24,487.88,train,2,4,7,./OphNet_trimmed_videos/case_1721/case_1721_38.mp4
case_1721,487.88,498.4,train,2,4,6,./OphNet_trimmed_videos/case_1721/case_1721_39.mp4
case_1721,498.4,542.6,train,2,29,47,./OphNet_trimmed_videos/case_1721/case_1721_40.mp4
case_1721,542.6,549.56,train,1,30,79,./OphNet_trimmed_videos/case_1721/case_1721_41.mp4
case_1721,549.56,562.88,train,1,21,35,./OphNet_trimmed_videos/case_1721/case_1721_42.mp4
case_1721,562.88,573.8,train,1,16,14,./OphNet_trimmed_videos/case_1721/case_1721_43.mp4
case_1721,573.8,580.04,train,3,2,1,./OphNet_trimmed_videos/case_1721/case_1721_44.mp4
case_1723,0,4.24,train,5,3,2,./OphNet_trimmed_videos/case_1723/case_1723_0.mp4
case_1723,4.24,11.93,train,0,6,8,./OphNet_trimmed_videos/case_1723/case_1723_1.mp4
case_1723,11.93,16.33,train,0,18,18,./OphNet_trimmed_videos/case_1723/case_1723_2.mp4
case_1723,16.33,22.07,train,0,12,16,./OphNet_trimmed_videos/case_1723/case_1723_3.mp4
case_1723,22.07,28.09,train,0,0,0,./OphNet_trimmed_videos/case_1723/case_1723_4.mp4
case_1723,28.09,30.72,train,0,14,11,./OphNet_trimmed_videos/case_1723/case_1723_5.mp4
case_1723,30.72,47.71,train,0,6,13,./OphNet_trimmed_videos/case_1723/case_1723_6.mp4
case_1723,47.71,55.11,train,0,0,0,./OphNet_trimmed_videos/case_1723/case_1723_7.mp4
case_1723,55.11,57.56,train,0,14,11,./OphNet_trimmed_videos/case_1723/case_1723_8.mp4
case_1723,57.56,80.33,train,0,7,3,./OphNet_trimmed_videos/case_1723/case_1723_9.mp4
case_1723,80.33,87.87,train,0,0,0,./OphNet_trimmed_videos/case_1723/case_1723_10.mp4
case_1723,87.87,98.79,train,0,7,3,./OphNet_trimmed_videos/case_1723/case_1723_11.mp4
case_1723,98.79,109.3,train,0,1,10,./OphNet_trimmed_videos/case_1723/case_1723_12.mp4
case_1723,109.3,112.92,train,0,0,0,./OphNet_trimmed_videos/case_1723/case_1723_13.mp4
case_1723,112.92,118,train,0,1,20,./OphNet_trimmed_videos/case_1723/case_1723_14.mp4
case_1723,118,144.47,train,3,2,1,./OphNet_trimmed_videos/case_1723/case_1723_15.mp4
case_1723,144.47,194.66,train,0,1,28,./OphNet_trimmed_videos/case_1723/case_1723_16.mp4
case_1723,194.66,199.31,train,0,1,29,./OphNet_trimmed_videos/case_1723/case_1723_17.mp4
case_1723,199.31,266.5,train,0,1,9,./OphNet_trimmed_videos/case_1723/case_1723_18.mp4
case_1723,266.5,280.26,train,3,2,1,./OphNet_trimmed_videos/case_1723/case_1723_19.mp4
case_1723,280.26,322.88,train,0,8,15,./OphNet_trimmed_videos/case_1723/case_1723_20.mp4
case_1723,322.88,336.37,train,0,8,50,./OphNet_trimmed_videos/case_1723/case_1723_21.mp4
case_1723,336.37,346.51,train,2,4,7,./OphNet_trimmed_videos/case_1723/case_1723_22.mp4
case_1723,346.51,368.56,train,2,11,22,./OphNet_trimmed_videos/case_1723/case_1723_23.mp4
case_1723,368.56,384.23,train,0,5,4,./OphNet_trimmed_videos/case_1723/case_1723_24.mp4
case_1726,0,84.08,val,5,3,2,./OphNet_trimmed_videos/case_1726/case_1726_0.mp4
case_1726,84.08,87.15,val,0,6,8,./OphNet_trimmed_videos/case_1726/case_1726_1.mp4
case_1726,87.15,111.53,val,0,10,5,./OphNet_trimmed_videos/case_1726/case_1726_2.mp4
case_1726,111.53,129.22,val,0,0,0,./OphNet_trimmed_videos/case_1726/case_1726_3.mp4
case_1726,129.22,149.05,val,0,6,8,./OphNet_trimmed_videos/case_1726/case_1726_4.mp4
case_1729,0,1.62,train,0,1,10,./OphNet_trimmed_videos/case_1729/case_1729_0.mp4
case_1729,1.62,6.24,train,0,0,0,./OphNet_trimmed_videos/case_1729/case_1729_1.mp4
case_1729,6.24,44.63,train,0,1,24,./OphNet_trimmed_videos/case_1729/case_1729_2.mp4
case_1729,44.63,53.17,train,0,1,9,./OphNet_trimmed_videos/case_1729/case_1729_3.mp4
case_1729,53.17,62.34,train,0,0,0,./OphNet_trimmed_videos/case_1729/case_1729_4.mp4
case_1729,62.34,69.08,train,1,17,25,./OphNet_trimmed_videos/case_1729/case_1729_5.mp4
case_1729,69.08,80.4,train,1,19,23,./OphNet_trimmed_videos/case_1729/case_1729_6.mp4
case_1729,80.4,84.19,train,1,15,39,./OphNet_trimmed_videos/case_1729/case_1729_7.mp4
case_1729,84.19,121.54,train,1,15,40,./OphNet_trimmed_videos/case_1729/case_1729_8.mp4
case_1729,121.54,124.07,train,1,15,34,./OphNet_trimmed_videos/case_1729/case_1729_9.mp4
case_1729,124.07,128.93,train,1,0,0,./OphNet_trimmed_videos/case_1729/case_1729_10.mp4
case_1729,128.93,139.72,train,1,1,32,./OphNet_trimmed_videos/case_1729/case_1729_11.mp4
case_1729,139.72,192.07,train,14,42,82,./OphNet_trimmed_videos/case_1729/case_1729_12.mp4
case_1729,192.07,206.37,train,1,10,5,./OphNet_trimmed_videos/case_1729/case_1729_13.mp4
case_1729,206.37,239.09,train,1,1,106,./OphNet_trimmed_videos/case_1729/case_1729_14.mp4
case_1729,239.09,271.74,train,14,42,82,./OphNet_trimmed_videos/case_1729/case_1729_15.mp4
case_1729,271.74,281.39,train,1,0,0,./OphNet_trimmed_videos/case_1729/case_1729_16.mp4
case_1729,281.39,294.11,train,2,4,7,./OphNet_trimmed_videos/case_1729/case_1729_17.mp4
case_1729,294.11,315.18,train,2,4,6,./OphNet_trimmed_videos/case_1729/case_1729_18.mp4
case_1729,315.18,328.27,train,0,5,4,./OphNet_trimmed_videos/case_1729/case_1729_19.mp4
case_1729,328.27,358.08,train,3,2,1,./OphNet_trimmed_videos/case_1729/case_1729_20.mp4
case_1733,0,5.29,train,0,6,8,./OphNet_trimmed_videos/case_1733/case_1733_0.mp4
case_1733,5.29,14.66,train,0,12,16,./OphNet_trimmed_videos/case_1733/case_1733_1.mp4
case_1733,14.66,24.57,train,0,12,26,./OphNet_trimmed_videos/case_1733/case_1733_2.mp4
case_1733,24.57,39.19,train,0,0,0,./OphNet_trimmed_videos/case_1733/case_1733_3.mp4
case_1733,39.19,59.97,train,3,2,1,./OphNet_trimmed_videos/case_1733/case_1733_4.mp4
case_1733,59.97,63.53,train,0,0,0,./OphNet_trimmed_videos/case_1733/case_1733_5.mp4
case_1733,63.53,78.97,train,0,7,3,./OphNet_trimmed_videos/case_1733/case_1733_6.mp4
case_1733,78.97,91.88,train,0,6,13,./OphNet_trimmed_videos/case_1733/case_1733_7.mp4
case_1733,91.88,120.02,train,0,7,3,./OphNet_trimmed_videos/case_1733/case_1733_8.mp4
case_1733,120.02,128.13,train,0,1,10,./OphNet_trimmed_videos/case_1733/case_1733_9.mp4
case_1733,128.13,139.49,train,0,1,20,./OphNet_trimmed_videos/case_1733/case_1733_10.mp4
case_1733,139.49,143.86,train,0,0,0,./OphNet_trimmed_videos/case_1733/case_1733_11.mp4
case_1733,143.86,162.71,train,0,1,24,./OphNet_trimmed_videos/case_1733/case_1733_12.mp4
case_1733,162.71,302.64,train,0,1,9,./OphNet_trimmed_videos/case_1733/case_1733_13.mp4
case_1733,302.64,333.8,train,0,8,12,./OphNet_trimmed_videos/case_1733/case_1733_14.mp4
case_1733,333.8,346.27,train,2,0,0,./OphNet_trimmed_videos/case_1733/case_1733_15.mp4
case_1733,346.27,363.45,train,2,4,7,./OphNet_trimmed_videos/case_1733/case_1733_16.mp4
case_1733,363.45,384.5,train,2,4,6,./OphNet_trimmed_videos/case_1733/case_1733_17.mp4
case_1733,384.5,419.57,train,2,11,17,./OphNet_trimmed_videos/case_1733/case_1733_18.mp4
case_1733,419.57,437.49,train,0,5,4,./OphNet_trimmed_videos/case_1733/case_1733_19.mp4
case_1736,0,9.26,train,3,2,1,./OphNet_trimmed_videos/case_1736/case_1736_0.mp4
case_1736,9.26,42.75,train,10,38,86,./OphNet_trimmed_videos/case_1736/case_1736_1.mp4
case_1736,42.75,53.22,train,10,38,106,./OphNet_trimmed_videos/case_1736/case_1736_2.mp4
case_1736,53.22,68.48,train,10,38,106,./OphNet_trimmed_videos/case_1736/case_1736_3.mp4
case_1737,0,15.4,val,5,3,2,./OphNet_trimmed_videos/case_1737/case_1737_0.mp4
case_1737,15.4,23.41,val,0,6,13,./OphNet_trimmed_videos/case_1737/case_1737_1.mp4
case_1737,22.78,37.43,val,0,7,3,./OphNet_trimmed_videos/case_1737/case_1737_2.mp4
case_1737,36.8,43.02,val,0,1,10,./OphNet_trimmed_videos/case_1737/case_1737_3.mp4
case_1737,42.71,78,val,0,1,28,./OphNet_trimmed_videos/case_1737/case_1737_4.mp4
case_1737,78,155.76,val,0,1,9,./OphNet_trimmed_videos/case_1737/case_1737_5.mp4
case_1737,155.76,164.48,val,0,0,0,./OphNet_trimmed_videos/case_1737/case_1737_6.mp4
case_1737,164.48,187.68,val,0,1,9,./OphNet_trimmed_videos/case_1737/case_1737_7.mp4
case_1737,187.68,245,val,0,8,12,./OphNet_trimmed_videos/case_1737/case_1737_8.mp4
case_1737,245,259.84,val,2,4,7,./OphNet_trimmed_videos/case_1737/case_1737_9.mp4
case_1737,259.84,272.1,val,2,4,6,./OphNet_trimmed_videos/case_1737/case_1737_10.mp4
case_1737,272.33,277,val,2,14,11,./OphNet_trimmed_videos/case_1737/case_1737_11.mp4
case_1737,277,282.48,val,10,32,77,./OphNet_trimmed_videos/case_1737/case_1737_12.mp4
case_1737,281.84,351.1,val,10,38,86,./OphNet_trimmed_videos/case_1737/case_1737_13.mp4
case_1737,351.1,390.88,val,0,11,17,./OphNet_trimmed_videos/case_1737/case_1737_14.mp4
case_1737,390.88,420.99,val,0,5,4,./OphNet_trimmed_videos/case_1737/case_1737_15.mp4
case_1737,420.99,443.22,val,5,3,2,./OphNet_trimmed_videos/case_1737/case_1737_16.mp4
case_1740,0,6.8,train,5,3,2,./OphNet_trimmed_videos/case_1740/case_1740_0.mp4
case_1740,6.8,17.95,train,4,33,53,./OphNet_trimmed_videos/case_1740/case_1740_1.mp4
case_1740,17.95,36,train,4,20,27,./OphNet_trimmed_videos/case_1740/case_1740_2.mp4
case_1740,36,61.9,train,4,9,31,./OphNet_trimmed_videos/case_1740/case_1740_3.mp4
case_1740,61.9,64.6,train,4,19,23,./OphNet_trimmed_videos/case_1740/case_1740_4.mp4
case_1740,64.6,71.6,train,4,9,59,./OphNet_trimmed_videos/case_1740/case_1740_5.mp4
case_1740,71.6,75,train,4,19,23,./OphNet_trimmed_videos/case_1740/case_1740_6.mp4
case_1740,75,100.37,train,4,9,33,./OphNet_trimmed_videos/case_1740/case_1740_7.mp4
case_1740,100.37,121.96,train,4,51,106,./OphNet_trimmed_videos/case_1740/case_1740_8.mp4
case_1740,121.96,134.2,train,4,10,5,./OphNet_trimmed_videos/case_1740/case_1740_9.mp4
case_1740,134.2,141.2,train,4,0,0,./OphNet_trimmed_videos/case_1740/case_1740_10.mp4
case_1740,141.2,144.7,train,4,13,30,./OphNet_trimmed_videos/case_1740/case_1740_11.mp4
case_1740,144.7,258,train,4,13,21,./OphNet_trimmed_videos/case_1740/case_1740_12.mp4
case_1740,258,260.29,train,4,19,23,./OphNet_trimmed_videos/case_1740/case_1740_13.mp4
case_1740,260.29,264.33,train,4,0,0,./OphNet_trimmed_videos/case_1740/case_1740_14.mp4
case_1740,264.33,273,train,4,13,21,./OphNet_trimmed_videos/case_1740/case_1740_15.mp4
case_1740,273,282.68,train,4,13,51,./OphNet_trimmed_videos/case_1740/case_1740_16.mp4
case_1740,283.6,293.43,train,4,16,14,./OphNet_trimmed_videos/case_1740/case_1740_17.mp4
case_1740,293.43,306,train,17,51,106,./OphNet_trimmed_videos/case_1740/case_1740_18.mp4
case_1740,306,327,train,17,51,106,./OphNet_trimmed_videos/case_1740/case_1740_19.mp4
case_1740,327,334.9,train,5,3,2,./OphNet_trimmed_videos/case_1740/case_1740_20.mp4
case_1741,0,9.54,train,0,6,8,./OphNet_trimmed_videos/case_1741/case_1741_0.mp4
case_1741,9.54,14.28,train,0,18,18,./OphNet_trimmed_videos/case_1741/case_1741_1.mp4
case_1741,14.28,21.09,train,0,12,16,./OphNet_trimmed_videos/case_1741/case_1741_2.mp4
case_1741,21.09,27.59,train,0,0,0,./OphNet_trimmed_videos/case_1741/case_1741_3.mp4
case_1741,27.59,30.4,train,0,14,11,./OphNet_trimmed_videos/case_1741/case_1741_4.mp4
case_1741,30.4,42.71,train,0,6,13,./OphNet_trimmed_videos/case_1741/case_1741_5.mp4
case_1741,42.71,49.02,train,0,0,0,./OphNet_trimmed_videos/case_1741/case_1741_6.mp4
case_1741,49.02,50.72,train,0,14,11,./OphNet_trimmed_videos/case_1741/case_1741_7.mp4
case_1741,50.72,74.41,train,0,7,3,./OphNet_trimmed_videos/case_1741/case_1741_8.mp4
case_1741,74.41,88.26,train,0,1,10,./OphNet_trimmed_videos/case_1741/case_1741_9.mp4
case_1741,88.26,94,train,0,0,0,./OphNet_trimmed_videos/case_1741/case_1741_10.mp4
case_1741,94,95.63,train,0,14,11,./OphNet_trimmed_videos/case_1741/case_1741_11.mp4
case_1741,95.63,103.67,train,0,1,20,./OphNet_trimmed_videos/case_1741/case_1741_12.mp4
case_1741,103.67,114,train,0,19,23,./OphNet_trimmed_videos/case_1741/case_1741_13.mp4
case_1741,114,133.77,train,0,1,28,./OphNet_trimmed_videos/case_1741/case_1741_14.mp4
case_1741,133.77,136.87,train,0,1,29,./OphNet_trimmed_videos/case_1741/case_1741_15.mp4
case_1741,136.87,180.78,train,0,1,9,./OphNet_trimmed_videos/case_1741/case_1741_16.mp4
case_1741,180.78,191,train,3,2,1,./OphNet_trimmed_videos/case_1741/case_1741_17.mp4
case_1741,191,231.3,train,0,8,12,./OphNet_trimmed_videos/case_1741/case_1741_18.mp4
case_1741,231.3,280.05,train,0,8,43,./OphNet_trimmed_videos/case_1741/case_1741_19.mp4
case_1741,280.05,285.55,train,2,4,7,./OphNet_trimmed_videos/case_1741/case_1741_20.mp4
case_1741,285.55,300.47,train,2,4,6,./OphNet_trimmed_videos/case_1741/case_1741_21.mp4
case_1741,300.47,317.82,train,2,11,22,./OphNet_trimmed_videos/case_1741/case_1741_22.mp4
case_1741,317.82,330.2,train,0,5,4,./OphNet_trimmed_videos/case_1741/case_1741_23.mp4
case_1741,330.2,344.44,train,0,6,8,./OphNet_trimmed_videos/case_1741/case_1741_24.mp4
case_1741,344.44,354,train,3,2,1,./OphNet_trimmed_videos/case_1741/case_1741_25.mp4
case_1741,354,356.5,train,0,0,0,./OphNet_trimmed_videos/case_1741/case_1741_26.mp4
case_1741,356.5,359.19,train,0,14,11,./OphNet_trimmed_videos/case_1741/case_1741_27.mp4
case_1741,359.19,370.24,train,0,6,13,./OphNet_trimmed_videos/case_1741/case_1741_28.mp4
case_1741,370.24,381,train,0,0,0,./OphNet_trimmed_videos/case_1741/case_1741_29.mp4
case_1741,381,411.38,train,0,7,3,./OphNet_trimmed_videos/case_1741/case_1741_30.mp4
case_1741,411.38,416.45,train,0,0,0,./OphNet_trimmed_videos/case_1741/case_1741_31.mp4
case_1741,416.45,433.07,train,0,7,3,./OphNet_trimmed_videos/case_1741/case_1741_32.mp4
case_1741,433.07,444.61,train,0,1,10,./OphNet_trimmed_videos/case_1741/case_1741_33.mp4
case_1741,444.61,449.65,train,0,0,0,./OphNet_trimmed_videos/case_1741/case_1741_34.mp4
case_1741,449.65,451.68,train,0,14,11,./OphNet_trimmed_videos/case_1741/case_1741_35.mp4
case_1741,451.68,458.49,train,0,1,20,./OphNet_trimmed_videos/case_1741/case_1741_36.mp4
case_1741,458.49,486.95,train,0,1,28,./OphNet_trimmed_videos/case_1741/case_1741_37.mp4
case_1741,486.95,504.8,train,0,1,29,./OphNet_trimmed_videos/case_1741/case_1741_38.mp4
case_1741,504.8,545.35,train,0,1,9,./OphNet_trimmed_videos/case_1741/case_1741_39.mp4
case_1741,545.35,556.39,train,3,2,1,./OphNet_trimmed_videos/case_1741/case_1741_40.mp4
case_1741,556.39,606.17,train,0,8,15,./OphNet_trimmed_videos/case_1741/case_1741_41.mp4
case_1741,606.17,622.59,train,0,8,50,./OphNet_trimmed_videos/case_1741/case_1741_42.mp4
case_1741,622.59,636.74,train,2,4,7,./OphNet_trimmed_videos/case_1741/case_1741_43.mp4
case_1741,636.74,656.26,train,2,4,6,./OphNet_trimmed_videos/case_1741/case_1741_44.mp4
case_1741,656.26,660.76,train,2,11,22,./OphNet_trimmed_videos/case_1741/case_1741_45.mp4
case_1741,660.76,687.59,train,0,5,4,./OphNet_trimmed_videos/case_1741/case_1741_46.mp4
case_1742,0,119,train,5,3,2,./OphNet_trimmed_videos/case_1742/case_1742_0.mp4
case_1742,119,123.68,train,0,21,35,./OphNet_trimmed_videos/case_1742/case_1742_1.mp4
case_1742,123.68,127,train,0,17,25,./OphNet_trimmed_videos/case_1742/case_1742_2.mp4
case_1742,127,129,train,0,17,45,./OphNet_trimmed_videos/case_1742/case_1742_3.mp4
case_1742,129,130.12,train,0,15,39,./OphNet_trimmed_videos/case_1742/case_1742_4.mp4
case_1742,130.12,138.5,train,0,15,40,./OphNet_trimmed_videos/case_1742/case_1742_5.mp4
case_1742,138.5,144.68,train,0,6,8,./OphNet_trimmed_videos/case_1742/case_1742_6.mp4
case_1742,144.68,151,train,0,18,18,./OphNet_trimmed_videos/case_1742/case_1742_7.mp4
case_1742,151,166.68,train,0,12,16,./OphNet_trimmed_videos/case_1742/case_1742_8.mp4
case_1742,166.68,176,train,0,5,4,./OphNet_trimmed_videos/case_1742/case_1742_9.mp4
case_1742,176,183,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_10.mp4
case_1742,183,191,train,0,15,34,./OphNet_trimmed_videos/case_1742/case_1742_11.mp4
case_1742,191,193.38,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_12.mp4
case_1742,193.38,240.24,train,0,26,57,./OphNet_trimmed_videos/case_1742/case_1742_13.mp4
case_1742,240.24,246,train,3,2,1,./OphNet_trimmed_videos/case_1742/case_1742_14.mp4
case_1742,246,261.52,train,0,10,5,./OphNet_trimmed_videos/case_1742/case_1742_15.mp4
case_1742,261.52,268.88,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_16.mp4
case_1742,268.88,273.6,train,3,2,1,./OphNet_trimmed_videos/case_1742/case_1742_17.mp4
case_1742,273.6,327.44,train,0,7,3,./OphNet_trimmed_videos/case_1742/case_1742_18.mp4
case_1742,327.44,341.88,train,3,2,1,./OphNet_trimmed_videos/case_1742/case_1742_19.mp4
case_1742,341.88,363,train,0,1,10,./OphNet_trimmed_videos/case_1742/case_1742_20.mp4
case_1742,363,399.66,train,0,1,20,./OphNet_trimmed_videos/case_1742/case_1742_21.mp4
case_1742,399.66,422.68,train,3,2,1,./OphNet_trimmed_videos/case_1742/case_1742_22.mp4
case_1742,422.68,438,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_23.mp4
case_1742,438,456.33,train,0,51,106,./OphNet_trimmed_videos/case_1742/case_1742_24.mp4
case_1742,456.33,462.24,train,0,1,20,./OphNet_trimmed_videos/case_1742/case_1742_25.mp4
case_1742,462.24,467.68,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_26.mp4
case_1742,467.68,490.58,train,0,1,20,./OphNet_trimmed_videos/case_1742/case_1742_27.mp4
case_1742,490.58,521,train,3,2,1,./OphNet_trimmed_videos/case_1742/case_1742_28.mp4
case_1742,521,544,train,0,1,9,./OphNet_trimmed_videos/case_1742/case_1742_29.mp4
case_1742,544,554.84,train,3,2,1,./OphNet_trimmed_videos/case_1742/case_1742_30.mp4
case_1742,554.84,635.15,train,0,1,28,./OphNet_trimmed_videos/case_1742/case_1742_31.mp4
case_1742,635.15,669.96,train,0,1,29,./OphNet_trimmed_videos/case_1742/case_1742_32.mp4
case_1742,669.96,684.04,train,3,2,1,./OphNet_trimmed_videos/case_1742/case_1742_33.mp4
case_1742,684.04,690.02,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_34.mp4
case_1742,690.02,729.12,train,0,1,9,./OphNet_trimmed_videos/case_1742/case_1742_35.mp4
case_1742,729.12,732.68,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_36.mp4
case_1742,732.68,788.12,train,0,1,9,./OphNet_trimmed_videos/case_1742/case_1742_37.mp4
case_1742,788.12,791.18,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_38.mp4
case_1742,791.18,833.46,train,0,1,9,./OphNet_trimmed_videos/case_1742/case_1742_39.mp4
case_1742,833.46,835.8,train,0,10,5,./OphNet_trimmed_videos/case_1742/case_1742_40.mp4
case_1742,835.8,841.32,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_41.mp4
case_1742,841.32,948.62,train,0,8,15,./OphNet_trimmed_videos/case_1742/case_1742_42.mp4
case_1742,948.62,955.76,train,0,10,5,./OphNet_trimmed_videos/case_1742/case_1742_43.mp4
case_1742,955.76,965.82,train,2,0,0,./OphNet_trimmed_videos/case_1742/case_1742_44.mp4
case_1742,965.82,972.8,train,2,4,7,./OphNet_trimmed_videos/case_1742/case_1742_45.mp4
case_1742,972.8,985.27,train,2,4,6,./OphNet_trimmed_videos/case_1742/case_1742_46.mp4
case_1742,985.27,1001.75,train,0,26,65,./OphNet_trimmed_videos/case_1742/case_1742_47.mp4
case_1742,1001.75,1005.4,train,0,0,0,./OphNet_trimmed_videos/case_1742/case_1742_48.mp4
case_1742,1005.4,1008.52,train,0,26,65,./OphNet_trimmed_videos/case_1742/case_1742_49.mp4
case_1742,1008.52,1020.55,train,2,11,22,./OphNet_trimmed_videos/case_1742/case_1742_50.mp4
case_1742,1020.55,1030.81,train,2,4,6,./OphNet_trimmed_videos/case_1742/case_1742_51.mp4
case_1742,1030.81,1048.26,train,2,51,106,./OphNet_trimmed_videos/case_1742/case_1742_52.mp4
case_1742,1048.26,1051.16,train,0,5,4,./OphNet_trimmed_videos/case_1742/case_1742_53.mp4
case_1742,1051.16,1051.92,train,0,47,101,./OphNet_trimmed_videos/case_1742/case_1742_54.mp4
case_1742,1051.92,1053.72,train,0,18,18,./OphNet_trimmed_videos/case_1742/case_1742_55.mp4
case_1742,1053.72,1061.03,train,0,5,44,./OphNet_trimmed_videos/case_1742/case_1742_56.mp4
case_1742,1061.03,1064.5,train,0,5,4,./OphNet_trimmed_videos/case_1742/case_1742_57.mp4
case_1742,1064.5,1076.62,train,0,5,36,./OphNet_trimmed_videos/case_1742/case_1742_58.mp4
case_1742,1076.62,1091.85,train,5,3,2,./OphNet_trimmed_videos/case_1742/case_1742_59.mp4
case_1745,0,12.3,train,4,20,27,./OphNet_trimmed_videos/case_1745/case_1745_0.mp4
case_1745,12.3,557.63,train,4,13,21,./OphNet_trimmed_videos/case_1745/case_1745_1.mp4
case_1745,557.63,568.75,train,4,13,51,./OphNet_trimmed_videos/case_1745/case_1745_2.mp4
case_1745,568.75,572.88,train,4,10,5,./OphNet_trimmed_videos/case_1745/case_1745_3.mp4
case_1745,572.88,577.67,train,4,16,14,./OphNet_trimmed_videos/case_1745/case_1745_4.mp4
case_1747,0,22.12,val,5,3,2,./OphNet_trimmed_videos/case_1747/case_1747_0.mp4
case_1747,22.12,28.78,val,0,6,8,./OphNet_trimmed_videos/case_1747/case_1747_1.mp4
case_1747,28.78,44.96,val,0,0,0,./OphNet_trimmed_videos/case_1747/case_1747_2.mp4
case_1747,44.96,67.39,val,0,7,3,./OphNet_trimmed_videos/case_1747/case_1747_3.mp4
case_1747,67.39,76.33,val,0,6,41,./OphNet_trimmed_videos/case_1747/case_1747_4.mp4
case_1747,76.33,93.63,val,0,1,10,./OphNet_trimmed_videos/case_1747/case_1747_5.mp4
case_1747,93.63,97.98,val,0,14,11,./OphNet_trimmed_videos/case_1747/case_1747_6.mp4
case_1747,97.98,104.08,val,0,1,20,./OphNet_trimmed_videos/case_1747/case_1747_7.mp4
case_1747,104.08,129.6,val,0,1,28,./OphNet_trimmed_videos/case_1747/case_1747_8.mp4
case_1747,129.6,136.1,val,0,1,29,./OphNet_trimmed_videos/case_1747/case_1747_9.mp4
case_1747,136.1,257.02,val,0,1,9,./OphNet_trimmed_videos/case_1747/case_1747_10.mp4
case_1747,257.02,264.16,val,0,0,0,./OphNet_trimmed_videos/case_1747/case_1747_11.mp4
case_1747,264.16,367.82,val,0,1,9,./OphNet_trimmed_videos/case_1747/case_1747_12.mp4
case_1747,367.82,370.63,val,0,0,0,./OphNet_trimmed_videos/case_1747/case_1747_13.mp4
case_1747,370.63,387.92,val,0,8,15,./OphNet_trimmed_videos/case_1747/case_1747_14.mp4
case_1747,387.92,395.47,val,2,0,0,./OphNet_trimmed_videos/case_1747/case_1747_15.mp4
case_1747,395.47,405.91,val,2,4,7,./OphNet_trimmed_videos/case_1747/case_1747_16.mp4
case_1747,405.91,411.2,val,2,4,6,./OphNet_trimmed_videos/case_1747/case_1747_17.mp4
case_1747,411.2,425.24,val,2,11,22,./OphNet_trimmed_videos/case_1747/case_1747_18.mp4
case_1749,0,61.01,train,5,3,2,./OphNet_trimmed_videos/case_1749/case_1749_0.mp4
case_1749,61.01,66.87,train,0,6,8,./OphNet_trimmed_videos/case_1749/case_1749_1.mp4
case_1749,66.87,80.98,train,0,10,5,./OphNet_trimmed_videos/case_1749/case_1749_2.mp4
case_1749,80.98,89.04,train,0,0,0,./OphNet_trimmed_videos/case_1749/case_1749_3.mp4
case_1749,89.04,107.81,train,0,6,13,./OphNet_trimmed_videos/case_1749/case_1749_4.mp4
case_1749,107.81,154.52,train,0,7,3,./OphNet_trimmed_videos/case_1749/case_1749_5.mp4
case_1749,154.52,175.05,train,0,1,10,./OphNet_trimmed_videos/case_1749/case_1749_6.mp4
case_1749,175.05,184.57,train,0,0,0,./OphNet_trimmed_videos/case_1749/case_1749_7.mp4
case_1749,184.57,198.94,train,0,1,106,./OphNet_trimmed_videos/case_1749/case_1749_8.mp4
